Value,Panel,Age,NR.mu,labs
2,singlebrown,22,2.75,Natural
2,singlebrown,25,3.8,Natural
1,singlebrown,27,3.8,Somewhat natural
2,singlebrown,25,3.6,Natural
0,singlebrown,25,4.5,Neutral
0,singlebrown,57,3.6,Neutral
0,singlebrown,23,3.5,Neutral
1,singlebrown,25,3.8,Somewhat natural
1,singlebrown,60,4.25,Somewhat natural
1,singlebrown,28,4.4,Somewhat natural
2,singlebrown,58,4,Natural
1,singlebrown,36,4.6,Somewhat natural
1,singlebrown,28,2.6,Somewhat natural
2,singlebrown,25,4.25,Natural
1,singlebrown,48,3.8,Somewhat natural
2,singlebrown,32,2.75,Natural
2,singlebrown,25,3.8,Natural
-1,singlebrown,42,4.2,Somewhat artificial
1,singlebrown,46,3.6,Somewhat natural
1,singlebrown,32,4.8,Somewhat natural
2,singlebrown,24,4.8,Natural
2,singlebrown,23,4.6,Natural
1,singlebrown,1,4.2,Somewhat natural
1,singlebrown,35,3,Somewhat natural
1,singlebrown,32,3.6,Somewhat natural
1,singlebrown,28,4,Somewhat natural
0,singlebrown,21,4.2,Neutral
1,singlebrown,32,4.2,Somewhat natural
-1,singlebrown,28,3.8,Somewhat artificial
2,singlebrown,19,3,Natural
2,singlebrown,58,3.5,Natural
2,singlebrown,42,3.75,Natural
1,singlebrown,53,4,Somewhat natural
-1,singlebrown,19,4,Somewhat artificial
2,singlebrown,19,3.2,Natural
2,singlebrown,19,4,Natural
1,singlebrown,19,3.8,Somewhat natural
2,singlebrown,26,4.8,Natural
0,singlebrown,19,3.4,Neutral
1,singlebrown,55,3.75,Somewhat natural
2,singlebrown,25,4.8,Natural
1,singlebrown,49,3.2,Somewhat natural
0,singlebrown,63,4.2,Neutral
1,singlebrown,19,3.8,Somewhat natural
-2,singlebrown,26,3.6,Artificial
2,singlebrown,55,5,Natural
2,singlebrown,19,4.2,Natural
2,singlebrown,69,3.6,Natural
2,singlebrown,27,3.8,Natural
2,singlebrown,33,4.2,Natural
2,singlebrown,30,4,Natural
0,singlebrown,30,2.8,Neutral
2,singlebrown,30,4.5,Natural
2,singlebrown,32,3.4,Natural
2,singlebrown,31,4.2,Natural
2,singlebrown,32,3.4,Natural
1,singlebrown,31,3,Somewhat natural
0,singlebrown,32,2.75,Neutral
0,singlebrown,62,4,Neutral
0,singlebrown,32,2.8,Neutral
2,singlebrown,31,4.8,Natural
0,singlebrown,32,3,Neutral
1,singlebrown,60,3.6,Somewhat natural
2,singlebrown,32,2.25,Natural
1,singlebrown,43,4.2,Somewhat natural
2,singlebrown,41,4.6,Natural
1,singlebrown,36,4.2,Somewhat natural
-1,singlebrown,42,3.4,Somewhat artificial
2,singlebrown,32,4.25,Natural
1,singlebrown,55,4,Somewhat natural
2,singlebrown,30,3.4,Natural
2,singlebrown,25,3.8,Natural
2,singlebrown,52,3,Natural
0,singlebrown,49,3.6,Neutral
2,singlebrown,43,4.4,Natural
2,singlebrown,48,4.6,Natural
1,singlebrown,25,4.5,Somewhat natural
2,singlebrown,53,4.4,Natural
1,singlebrown,40,4.6,Somewhat natural
2,singlebrown,30,4.2,Natural
2,singlebrown,38,4,Natural
2,singlebrown,44,4.25,Natural
0,singlebrown,41,4.2,Neutral
2,singlebrown,59,3.8,Natural
0,singlebrown,31,3.8,Neutral
1,singlebrown,59,3.8,Somewhat natural
2,singlebrown,44,4.2,Natural
-1,singlebrown,43,4.25,Somewhat artificial
2,singlebrown,56,3.6,Natural
2,singlebrown,36,2.6,Natural
-2,singlebrown,25,1.6666666666666667,Artificial
2,singlebrown,37,2.2,Natural
0,singlebrown,30,4.4,Neutral
0,singlebrown,30,4.5,Neutral
1,singlebrown,58,3.6,Somewhat natural
1,singlebrown,34,4.4,Somewhat natural
2,singlebrown,59,3.4,Natural
-1,singlebrown,32,4,Somewhat artificial
-2,singlebrown,20,3.6,Artificial
0,singlebrown,19,3.4,Neutral
0,singlebrown,19,3.6,Neutral
1,singlebrown,34,3.75,Somewhat natural
1,singlebrown,46,3.6,Somewhat natural
2,singlebrown,40,4.8,Natural
2,singlebrown,48,3.25,Natural
2,singlebrown,58,3.2,Natural
2,singlebrown,33,4,Natural
0,singlebrown,99,3,Neutral
2,singlebrown,52,4.6,Natural
1,singlebrown,31,3.25,Somewhat natural
2,singlebrown,36,3.2,Natural
2,singlebrown,44,4.4,Natural
2,singlebrown,60,4.4,Natural
2,singlebrown,36,3.2,Natural
2,singlebrown,66,4.4,Natural
2,singlebrown,59,5,Natural
-1,singlebrown,40,3.6,Somewhat artificial
2,singlebrown,44,3.8,Natural
1,singlebrown,40,3.8,Somewhat natural
1,singlebrown,45,3.4,Somewhat natural
1,singlebrown,48,4.2,Somewhat natural
2,singlebrown,54,2.6,Natural
1,singlebrown,53,3.8,Somewhat natural
1,singlebrown,51,4,Somewhat natural
2,singlebrown,33,2,Natural
-1,singlebrown,60,4.8,Somewhat artificial
0,singlebrown,52,1.8,Neutral
1,singlebrown,62,3,Somewhat natural
1,singlebrown,35,2.6,Somewhat natural
-1,singlebrown,51,4.8,Somewhat artificial
1,singlebrown,50,3.6,Somewhat natural
0,singlebrown,47,4.8,Neutral
1,singlebrown,24,4.6,Somewhat natural
-1,osb,65,4.4,Somewhat artificial
-2,osb,43,4.8,Artificial
-1,osb,51,4,Somewhat artificial
0,osb,66,5,Neutral
0,osb,41,2.8,Neutral
1,osb,37,4,Somewhat natural
-1,osb,58,1.4,Somewhat artificial
-1,osb,60,3.2,Somewhat artificial
1,osb,32,4.6,Somewhat natural
0,osb,50,2.5,Neutral
0,osb,58,4,Neutral
0,osb,59,3.4,Neutral
1,osb,79,4.4,Somewhat natural
-1,osb,49,3.8,Somewhat artificial
2,osb,68,4.2,Natural
0,osb,54,4.4,Neutral
0,osb,73,3.8,Neutral
-2,osb,58,4.4,Artificial
-1,osb,45,3.8,Somewhat artificial
0,osb,70,4.6,Neutral
1,osb,57,4.8,Somewhat natural
-2,osb,23,4,Artificial
-1,osb,44,3.5,Somewhat artificial
0,osb,73,4.2,Neutral
1,osb,50,2.8,Somewhat natural
2,osb,47,2.4,Natural
1,osb,58,4.8,Somewhat natural
2,osb,56,4.8,Natural
2,osb,38,4.6,Natural
-1,osb,84,3,Somewhat artificial
1,osb,56,4.2,Somewhat natural
0,osb,40,3.2,Neutral
0,osb,54,3.25,Neutral
-1,osb,61,4.75,Somewhat artificial
1,osb,60,3.4,Somewhat natural
0,osb,49,4,Neutral
-2,osb,26,2.8,Artificial
0,osb,26,2.5,Neutral
-2,osb,23,3,Artificial
-1,osb,26,3.4,Somewhat artificial
1,osb,28,4,Somewhat natural
-1,osb,25,3,Somewhat artificial
-1,osb,63,3.3333333333333335,Somewhat artificial
0,osb,65,3.8,Neutral
1,osb,27,4.2,Somewhat natural
2,osb,58,4,Natural
-1,osb,41,4,Somewhat artificial
1,osb,62,4,Somewhat natural
-2,osb,47,3.4,Artificial
-2,osb,33,4.2,Artificial
-2,osb,33,3.2,Artificial
1,osb,56,5,Somewhat natural
1,osb,38,3,Somewhat natural
-1,osb,37,4,Somewhat artificial
0,osb,40,3.2,Neutral
2,osb,57,1,Natural
0,osb,48,3.4,Neutral
-2,osb,62,4.4,Artificial
0,osb,52,2.6,Neutral
1,osb,40,4.8,Somewhat natural
0,osb,53,4.25,Neutral
0,osb,29,4.2,Neutral
1,osb,56,4.25,Somewhat natural
-1,osb,25,4.75,Somewhat artificial
0,osb,40,5,Neutral
1,osb,49,4.6,Somewhat natural
0,osb,56,5,Neutral
-1,osb,59,4.2,Somewhat artificial
0,osb,25,5,Neutral
1,osb,66,3,Somewhat natural
1,osb,44,4.4,Somewhat natural
1,osb,39,4.6,Somewhat natural
-1,osb,60,4.8,Somewhat artificial
0,osb,53,4.2,Neutral
-1,osb,72,3.8,Somewhat artificial
-1,osb,57,4.8,Somewhat artificial
0,osb,31,4.2,Neutral
0,osb,44,4.2,Neutral
1,osb,36,2.2,Somewhat natural
0,osb,59,3.75,Neutral
2,osb,59,3.8,Natural
-2,osb,53,4.8,Artificial
1,osb,50,3.2,Somewhat natural
1,osb,64,4.2,Somewhat natural
0,osb,38,3.75,Neutral
-1,osb,50,4,Somewhat artificial
1,osb,61,3.8,Somewhat natural
-1,osb,51,5,Somewhat artificial
1,osb,47,4.6,Somewhat natural
1,osb,60,3.4,Somewhat natural
1,osb,57,3.6,Somewhat natural
-1,osb,80,4.4,Somewhat artificial
0,osb,65,3.2,Neutral
0,osb,73,2.6666666666666665,Neutral
-1,osb,56,4,Somewhat artificial
-1,osb,61,3.8,Somewhat artificial
-1,osb,63,4.6,Somewhat artificial
1,osb,46,4,Somewhat natural
-1,osb,66,4.2,Somewhat artificial
0,osb,41,2.8,Neutral
-1,osb,50,3.8,Somewhat artificial
1,osb,48,3.2,Somewhat natural
-1,osb,63,3.6,Somewhat artificial
0,osb,43,3.4,Neutral
-2,osb,53,4.2,Artificial
-1,osb,53,4,Somewhat artificial
-2,osb,44,3.2,Artificial
-1,osb,50,4.2,Somewhat artificial
0,osb,44,3,Neutral
0,osb,39,4,Neutral
-1,osb,65,3.8,Somewhat artificial
-1,osb,83,4.4,Somewhat artificial
2,osb,52,3.2,Natural
2,osb,54,4.4,Natural
0,osb,62,4.4,Neutral
2,osb,66,3.8,Natural
2,osb,38,4,Natural
-1,osb,57,3.6,Somewhat artificial
0,osb,28,2.25,Neutral
-1,osb,45,4,Somewhat artificial
-1,osb,52,3.8,Somewhat artificial
-1,osb,38,2.25,Somewhat artificial
-1,osb,34,3.4,Somewhat artificial
2,osb,68,4.2,Natural
1,osb,25,4.2,Somewhat natural
1,osb,25,3.3333333333333335,Somewhat natural
-1,osb,30,4.2,Somewhat artificial
1,osb,39,3.2,Somewhat natural
-1,osb,46,4.4,Somewhat artificial
2,osb,64,4.4,Natural
0,osb,52,4.2,Neutral
-1,osb,40,5,Somewhat artificial
-1,osb,50,3.4,Somewhat artificial
0,osb,75,4.2,Neutral
1,osb,58,3.2,Somewhat natural
1,osb,27,4,Somewhat natural
0,osb,61,4.6,Neutral
1,osb,23,4.4,Somewhat natural
-1,osb,25,3.4,Somewhat artificial
0,osb,26,4,Neutral
-1,osb,48,1.6,Somewhat artificial
0,osb,61,4.8,Neutral
-2,osb,41,4,Artificial
-1,osb,35,2.25,Somewhat artificial
-1,osb,24,3.25,Somewhat artificial
-2,osb,62,3,Artificial
1,osb,22,3.2,Somewhat natural
0,osb,29,4,Neutral
1,osb,33,4.4,Somewhat natural
1,osb,63,2.2,Somewhat natural
-1,osb,51,4,Somewhat artificial
1,osb,53,3.2,Somewhat natural
0,osb,22,3.8,Neutral
0,osb,25,3.4,Neutral
0,osb,30,2.75,Neutral
-1,osb,25,4,Somewhat artificial
0,osb,27,3.8,Neutral
0,osb,26,3,Neutral
-1,osb,93,4.8,Somewhat artificial
-1,osb,26,2.8,Somewhat artificial
-1,osb,62,2.6,Somewhat artificial
-1,osb,22,2.75,Somewhat artificial
-2,osb,25,3.8,Artificial
-2,osb,25,3.6,Artificial
0,osb,27,3.8,Neutral
-1,osb,25,4.5,Somewhat artificial
0,osb,57,3.6,Neutral
0,osb,25,3.8,Neutral
0,osb,60,4.25,Neutral
-1,osb,28,4.4,Somewhat artificial
-1,osb,58,4,Somewhat artificial
0,osb,36,4.6,Neutral
1,osb,28,2.6,Somewhat natural
1,osb,25,4.25,Somewhat natural
1,osb,48,3.8,Somewhat natural
0,osb,32,2.75,Neutral
0,osb,25,3.8,Neutral
-1,osb,46,3.6,Somewhat artificial
-2,osb,32,4.8,Artificial
-1,osb,24,4.8,Somewhat artificial
-1,osb,23,4.6,Somewhat artificial
0,osb,1,4.2,Neutral
0,osb,32,3.6,Neutral
1,osb,28,4,Somewhat natural
0,osb,21,4.2,Neutral
-2,osb,28,3.8,Artificial
-2,osb,19,3,Artificial
-1,osb,42,3.75,Somewhat artificial
-1,osb,53,4,Somewhat artificial
0,osb,19,4,Neutral
-1,osb,19,3.2,Somewhat artificial
-1,osb,19,4,Somewhat artificial
0,osb,19,3.8,Neutral
1,osb,26,4.8,Somewhat natural
-1,osb,55,3.75,Somewhat artificial
-2,osb,49,3.2,Artificial
1,osb,25,4.8,Somewhat natural
-2,osb,63,4.2,Artificial
-1,osb,19,3.8,Somewhat artificial
-1,osb,26,3.6,Somewhat artificial
0,osb,55,5,Neutral
-1,osb,19,4.2,Somewhat artificial
-2,osb,69,3.6,Artificial
-1,osb,27,3.8,Somewhat artificial
-2,osb,33,4.2,Artificial
0,osb,30,4,Neutral
-1,osb,30,2.8,Somewhat artificial
-2,osb,30,4.5,Artificial
-1,osb,32,3.4,Somewhat artificial
-1,osb,31,4.2,Somewhat artificial
0,osb,32,3.4,Neutral
-1,osb,31,3,Somewhat artificial
1,osb,32,2.75,Somewhat natural
2,osb,62,4,Natural
0,osb,32,2.8,Neutral
-1,osb,31,4.8,Somewhat artificial
-2,osb,32,3,Artificial
-1,osb,60,3.6,Somewhat artificial
-2,osb,32,2.25,Artificial
0,osb,43,4.2,Neutral
-1,osb,36,4.2,Somewhat artificial
-1,osb,42,3.4,Somewhat artificial
-1,osb,32,4.25,Somewhat artificial
1,osb,55,4,Somewhat natural
-2,osb,30,3.4,Artificial
0,osb,25,3.8,Neutral
1,osb,52,3,Somewhat natural
0,osb,49,3.6,Neutral
2,osb,43,4.4,Natural
0,osb,48,4.6,Neutral
-1,osb,25,4.5,Somewhat artificial
-1,osb,40,4.6,Somewhat artificial
1,osb,30,4.2,Somewhat natural
0,osb,44,4.25,Neutral
-2,osb,41,4.2,Artificial
-2,osb,31,3.8,Artificial
-1,osb,59,3.8,Somewhat artificial
0,osb,44,4.2,Neutral
0,osb,43,4.25,Neutral
-1,osb,56,3.6,Somewhat artificial
1,osb,36,2.6,Somewhat natural
2,osb,25,1.6666666666666667,Natural
0,osb,37,2.2,Neutral
0,osb,30,4.4,Neutral
0,osb,58,3.6,Neutral
0,osb,59,3.4,Neutral
0,osb,32,4,Neutral
2,osb,20,3.6,Natural
-1,osb,19,3.4,Somewhat artificial
2,osb,19,3.6,Natural
-2,osb,34,3.75,Artificial
0,osb,46,3.6,Neutral
1,osb,40,4.8,Somewhat natural
2,osb,48,3.25,Natural
-1,osb,58,3.2,Somewhat artificial
0,osb,99,3,Neutral
-2,osb,31,3.25,Artificial
-1,osb,36,3.2,Somewhat artificial
0,osb,44,4.4,Neutral
0,osb,36,3.2,Neutral
1,osb,60,4.4,Somewhat natural
-2,osb,40,3.6,Artificial
2,osb,66,4.4,Natural
0,osb,59,5,Neutral
1,osb,44,3.8,Somewhat natural
-2,osb,40,3.8,Artificial
-2,osb,45,3.4,Artificial
-1,osb,48,4.2,Somewhat artificial
-2,osb,54,2.6,Artificial
-1,osb,53,3.8,Somewhat artificial
2,osb,51,4,Natural
-1,osb,60,4.8,Somewhat artificial
0,osb,33,2,Neutral
0,osb,52,1.8,Neutral
0,osb,62,3,Neutral
1,osb,35,2.6,Somewhat natural
-2,osb,51,4.8,Artificial
-1,osb,50,3.6,Somewhat artificial
0,osb,47,4.8,Neutral
-1,osb,24,4.6,Somewhat artificial
1,clt,65,4.4,Somewhat natural
0,clt,50,3.25,Neutral
2,clt,43,4.8,Natural
2,clt,51,4,Natural
2,clt,66,5,Natural
0,clt,41,2.8,Neutral
2,clt,37,4,Natural
1,clt,58,1.4,Somewhat natural
1,clt,60,3.2,Somewhat natural
2,clt,32,4.6,Natural
2,clt,50,2.5,Natural
2,clt,58,4,Natural
1,clt,59,3.4,Somewhat natural
2,clt,79,4.4,Natural
2,clt,49,3.8,Natural
2,clt,68,4.2,Natural
1,clt,54,4.4,Somewhat natural
1,clt,58,4.4,Somewhat natural
1,clt,73,3.8,Somewhat natural
1,clt,45,3.8,Somewhat natural
1,clt,70,4.6,Somewhat natural
2,clt,57,4.8,Natural
1,clt,23,4,Somewhat natural
2,clt,44,3.5,Natural
-1,clt,38,3.8,Somewhat artificial
2,clt,73,4.2,Natural
2,clt,50,2.8,Natural
0,clt,47,2.4,Neutral
2,clt,58,4.8,Natural
2,clt,56,4.8,Natural
2,clt,38,4.6,Natural
0,clt,84,3,Neutral
2,clt,56,4.2,Natural
0,clt,40,3.2,Neutral
2,clt,54,3.25,Natural
2,clt,61,4.75,Natural
1,clt,60,3.4,Somewhat natural
2,clt,49,4,Natural
2,clt,26,2.8,Natural
0,clt,26,2.5,Neutral
-1,clt,23,3,Somewhat artificial
2,clt,26,3.4,Natural
2,clt,28,4,Natural
2,clt,25,3,Natural
1,clt,63,3.3333333333333335,Somewhat natural
1,clt,65,3.8,Somewhat natural
2,clt,27,4.2,Natural
2,clt,41,4,Natural
2,clt,58,4,Natural
2,clt,62,4,Natural
-1,clt,47,3.4,Somewhat artificial
2,clt,45,4.6,Natural
2,clt,33,3.2,Natural
2,clt,33,4.2,Natural
2,clt,56,5,Natural
2,clt,38,3,Natural
0,clt,37,4,Neutral
1,clt,40,3.2,Somewhat natural
2,clt,48,3.4,Natural
2,clt,57,1,Natural
2,clt,62,4.4,Natural
2,clt,52,2.6,Natural
2,clt,40,4.8,Natural
0,clt,53,4.25,Neutral
1,clt,29,4.2,Somewhat natural
2,clt,56,4.25,Natural
0,clt,25,4.75,Neutral
2,clt,40,5,Natural
2,clt,49,4.6,Natural
2,clt,56,5,Natural
1,clt,59,4.2,Somewhat natural
1,clt,25,5,Somewhat natural
2,clt,44,4.4,Natural
1,clt,66,3,Somewhat natural
2,clt,39,4.6,Natural
1,clt,60,4.8,Somewhat natural
1,clt,53,4.2,Somewhat natural
2,clt,72,3.8,Natural
2,clt,57,4.8,Natural
2,clt,31,4.2,Natural
2,clt,44,4.2,Natural
2,clt,59,3.8,Natural
1,clt,59,3.75,Somewhat natural
-1,clt,36,2.2,Somewhat artificial
1,clt,53,4.8,Somewhat natural
2,clt,50,3.2,Natural
2,clt,64,4.2,Natural
1,clt,38,3.75,Somewhat natural
2,clt,50,4,Natural
2,clt,61,3.8,Natural
0,clt,36,4.6,Neutral
2,clt,65,3.2,Natural
2,clt,47,4.6,Natural
2,clt,60,3.4,Natural
2,clt,73,2.6666666666666665,Natural
2,clt,57,3.6,Natural
-2,clt,51,5,Artificial
1,clt,56,4,Somewhat natural
2,clt,80,4.4,Natural
1,clt,61,3.8,Somewhat natural
2,clt,63,4.6,Natural
2,clt,46,4,Natural
2,clt,66,4.2,Natural
1,clt,50,3.8,Somewhat natural
2,clt,41,2.8,Natural
2,clt,43,3.4,Natural
2,clt,48,3.2,Natural
2,clt,44,3.2,Natural
2,clt,53,4.2,Natural
1,clt,63,3.6,Somewhat natural
2,clt,39,4,Natural
2,clt,50,4.2,Natural
2,clt,53,4,Natural
1,clt,44,3,Somewhat natural
1,clt,65,3.8,Somewhat natural
2,clt,52,3.2,Natural
2,clt,54,4.4,Natural
2,clt,62,4.4,Natural
0,clt,83,4.4,Neutral
0,clt,38,4,Neutral
2,clt,66,3.8,Natural
0,clt,57,3.6,Neutral
1,clt,52,3.8,Somewhat natural
1,clt,28,2.25,Somewhat natural
1,clt,45,4,Somewhat natural
0,clt,38,2.25,Neutral
2,clt,52,4.75,Natural
2,clt,34,3.4,Natural
2,clt,25,4.2,Natural
2,clt,68,4.2,Natural
2,clt,25,3.3333333333333335,Natural
0,clt,30,4.2,Neutral
0,clt,39,3.2,Neutral
1,clt,46,4.4,Somewhat natural
2,clt,64,4.4,Natural
2,clt,52,4.2,Natural
2,clt,40,5,Natural
-2,clt,50,3.4,Artificial
2,clt,75,4.2,Natural
2,clt,27,4,Natural
2,clt,61,4.6,Natural
0,clt,58,3.2,Neutral
-1,clt,25,3.4,Somewhat artificial
1,clt,23,4.4,Somewhat natural
0,clt,34,3.5,Neutral
1,clt,26,4,Somewhat natural
1,clt,48,1.6,Somewhat natural
2,clt,61,4.8,Natural
-1,clt,41,4,Somewhat artificial
2,clt,48,4.6,Natural
0,clt,35,2.25,Neutral
2,clt,62,3,Natural
1,clt,24,3.25,Somewhat natural
-1,clt,22,3.2,Somewhat artificial
-1,clt,30,4,Somewhat artificial
1,clt,29,4,Somewhat natural
1,clt,33,4.4,Somewhat natural
2,clt,41,4.6,Natural
2,clt,63,2.2,Natural
-2,clt,51,4,Artificial
2,clt,53,3.2,Natural
-1,clt,22,3.8,Somewhat artificial
2,clt,25,3.4,Natural
2,clt,30,2.75,Natural
0,clt,25,4,Neutral
2,clt,27,3.8,Natural
2,clt,26,3,Natural
1,clt,93,4.8,Somewhat natural
0,clt,26,2.8,Neutral
2,clt,62,2.6,Natural
1,clt,22,2.75,Somewhat natural
2,clt,25,3.8,Natural
2,clt,25,3.6,Natural
1,clt,27,3.8,Somewhat natural
1,clt,25,4.5,Somewhat natural
2,clt,57,3.6,Natural
-1,clt,23,3.5,Somewhat artificial
1,clt,25,3.8,Somewhat natural
2,clt,60,4.25,Natural
1,clt,28,4.4,Somewhat natural
1,clt,58,4,Somewhat natural
2,clt,36,4.6,Natural
1,clt,28,2.6,Somewhat natural
2,clt,25,4.25,Natural
1,clt,48,3.8,Somewhat natural
2,clt,32,2.75,Natural
2,clt,25,3.8,Natural
-1,clt,42,4.2,Somewhat artificial
1,clt,46,3.6,Somewhat natural
1,clt,32,4.8,Somewhat natural
1,clt,23,4.6,Somewhat natural
2,clt,24,4.8,Natural
1,clt,1,4.2,Somewhat natural
2,clt,28,4,Natural
2,clt,32,3.6,Natural
1,clt,21,4.2,Somewhat natural
0,clt,32,4.2,Neutral
-1,clt,28,3.8,Somewhat artificial
1,clt,19,3,Somewhat natural
2,clt,58,3.5,Natural
2,clt,42,3.75,Natural
1,clt,53,4,Somewhat natural
-2,clt,19,4,Artificial
-1,clt,19,3.2,Somewhat artificial
2,clt,19,4,Natural
2,clt,19,3.8,Natural
2,clt,26,4.8,Natural
-1,clt,19,3.4,Somewhat artificial
1,clt,55,3.75,Somewhat natural
1,clt,49,3.2,Somewhat natural
-1,clt,25,4.8,Somewhat artificial
-1,clt,63,4.2,Somewhat artificial
2,clt,19,3.8,Natural
2,clt,26,3.6,Natural
2,clt,55,5,Natural
2,clt,19,4.2,Natural
2,clt,69,3.6,Natural
2,clt,27,3.8,Natural
2,clt,33,4.2,Natural
2,clt,30,4,Natural
2,clt,30,4.5,Natural
1,clt,32,3.4,Somewhat natural
0,clt,31,4.2,Neutral
2,clt,32,3.4,Natural
1,clt,31,3,Somewhat natural
0,clt,32,2.75,Neutral
2,clt,62,4,Natural
2,clt,32,2.8,Natural
2,clt,31,4.8,Natural
1,clt,42,4.25,Somewhat natural
-2,clt,32,3,Artificial
2,clt,60,3.6,Natural
2,clt,32,2.25,Natural
-2,clt,30,2.8,Artificial
1,clt,43,4.2,Somewhat natural
2,clt,41,4.6,Natural
1,clt,36,4.2,Somewhat natural
0,clt,42,3.4,Neutral
2,clt,32,4.25,Natural
1,clt,55,4,Somewhat natural
2,clt,30,3.4,Natural
1,clt,25,3.8,Somewhat natural
2,clt,52,3,Natural
1,clt,49,3.6,Somewhat natural
2,clt,43,4.4,Natural
2,clt,48,4.6,Natural
1,clt,25,4.5,Somewhat natural
2,clt,53,4.4,Natural
2,clt,40,4.6,Natural
2,clt,38,4,Natural
2,clt,44,4.25,Natural
-2,clt,41,4.2,Artificial
2,clt,59,3.8,Natural
-1,clt,31,3.8,Somewhat artificial
2,clt,59,3.8,Natural
2,clt,44,4.2,Natural
1,clt,43,4.25,Somewhat natural
2,clt,56,3.6,Natural
2,clt,36,2.6,Natural
0,clt,25,1.6666666666666667,Neutral
-1,clt,37,2.2,Somewhat artificial
-1,clt,30,4.4,Somewhat artificial
2,clt,30,4.5,Natural
1,clt,58,3.6,Somewhat natural
2,clt,59,3.4,Natural
0,clt,32,4,Neutral
0,clt,20,3.6,Neutral
1,clt,19,3.4,Somewhat natural
2,clt,19,3.6,Natural
0,clt,34,3.75,Neutral
2,clt,40,4.8,Natural
2,clt,46,3.6,Natural
2,clt,48,3.25,Natural
2,clt,58,3.2,Natural
2,clt,33,4,Natural
0,clt,99,3,Neutral
2,clt,52,4.6,Natural
2,clt,31,3.25,Natural
-1,clt,36,3.2,Somewhat artificial
2,clt,44,4.4,Natural
2,clt,60,4.4,Natural
2,clt,36,3.2,Natural
2,clt,59,5,Natural
2,clt,66,4.4,Natural
0,clt,40,3.6,Neutral
2,clt,44,3.8,Natural
0,clt,40,3.8,Neutral
1,clt,45,3.4,Somewhat natural
1,clt,48,4.2,Somewhat natural
2,clt,54,2.6,Natural
0,clt,53,3.8,Neutral
2,clt,51,4,Natural
2,clt,60,4.8,Natural
2,clt,33,2,Natural
0,clt,52,1.8,Neutral
1,clt,62,3,Somewhat natural
2,clt,35,2.6,Natural
0,clt,51,4.8,Neutral
-1,clt,50,3.6,Somewhat artificial
2,clt,47,4.8,Natural
1,clt,24,4.6,Somewhat natural
2,logwall,65,4.4,Natural
2,logwall,50,3.25,Natural
2,logwall,43,4.8,Natural
2,logwall,51,4,Natural
2,logwall,66,5,Natural
0,logwall,41,2.8,Neutral
2,logwall,37,4,Natural
1,logwall,58,1.4,Somewhat natural
1,logwall,60,3.2,Somewhat natural
2,logwall,32,4.6,Natural
1,logwall,50,2.5,Somewhat natural
1,logwall,58,4,Somewhat natural
1,logwall,59,3.4,Somewhat natural
2,logwall,79,4.4,Natural
2,logwall,49,3.8,Natural
2,logwall,68,4.2,Natural
2,logwall,54,4.4,Natural
1,logwall,58,4.4,Somewhat natural
1,logwall,73,3.8,Somewhat natural
2,logwall,45,3.8,Natural
2,logwall,57,4.8,Natural
1,logwall,70,4.6,Somewhat natural
2,logwall,23,4,Natural
2,logwall,44,3.5,Natural
2,logwall,38,3.8,Natural
2,logwall,73,4.2,Natural
2,logwall,50,2.8,Natural
2,logwall,47,2.4,Natural
2,logwall,58,4.8,Natural
2,logwall,56,4.8,Natural
2,logwall,84,3,Natural
2,logwall,38,4.6,Natural
2,logwall,56,4.2,Natural
0,logwall,40,3.2,Neutral
2,logwall,54,3.25,Natural
2,logwall,61,4.75,Natural
0,logwall,60,3.4,Neutral
2,logwall,49,4,Natural
2,logwall,26,2.8,Natural
2,logwall,26,2.5,Natural
2,logwall,23,3,Natural
2,logwall,26,3.4,Natural
2,logwall,28,4,Natural
2,logwall,25,3,Natural
2,logwall,63,3.3333333333333335,Natural
2,logwall,65,3.8,Natural
2,logwall,27,4.2,Natural
2,logwall,41,4,Natural
2,logwall,58,4,Natural
2,logwall,62,4,Natural
1,logwall,47,3.4,Somewhat natural
0,logwall,45,4.6,Neutral
2,logwall,33,4.2,Natural
2,logwall,33,3.2,Natural
2,logwall,56,5,Natural
2,logwall,38,3,Natural
2,logwall,37,4,Natural
2,logwall,40,3.2,Natural
0,logwall,57,1,Neutral
2,logwall,48,3.4,Natural
2,logwall,62,4.4,Natural
2,logwall,52,2.6,Natural
2,logwall,40,4.8,Natural
2,logwall,53,4.25,Natural
2,logwall,29,4.2,Natural
2,logwall,56,4.25,Natural
2,logwall,25,4.75,Natural
2,logwall,40,5,Natural
2,logwall,49,4.6,Natural
2,logwall,56,5,Natural
2,logwall,59,4.2,Natural
2,logwall,25,5,Natural
2,logwall,44,4.4,Natural
1,logwall,66,3,Somewhat natural
2,logwall,39,4.6,Natural
2,logwall,60,4.8,Natural
2,logwall,53,4.2,Natural
2,logwall,72,3.8,Natural
2,logwall,57,4.8,Natural
2,logwall,31,4.2,Natural
2,logwall,44,4.2,Natural
2,logwall,36,2.2,Natural
2,logwall,59,3.8,Natural
2,logwall,59,3.75,Natural
1,logwall,53,4.8,Somewhat natural
2,logwall,50,3.2,Natural
2,logwall,64,4.2,Natural
2,logwall,38,3.75,Natural
2,logwall,50,4,Natural
2,logwall,36,4.6,Natural
2,logwall,61,3.8,Natural
2,logwall,60,3.4,Natural
2,logwall,47,4.6,Natural
